rmaBilling,Qdesign (6.00),D0,D003_1.PRE,D003_1,SMALL,1,56,42,14,0.30,1
rmaBilling,Qdesign (6.00),D0,D003_1A.PRE,D003_1A,SMALL,1,247,195,52,0.30,1
->rmaBilling,Qdesign (6.00),SA,D020.PRE,SAVEF020AUDIT_VAR,SMALL,1,172,0,172,0.30,1
->rmaBilling,Qdesign (6.00),SC,D020.PRE,SCRTITLE,SMALL,1,54,24,30,0.30,1
->rmaBilling,Qdesign (6.00),ST,D020.PRE,STDHILITE,SMALL,1,34,0,34,0.30,1
->rmaBilling,Qdesign (6.00),SA,D020.PRE,SAVEF020AUDIT,SMALL,1,183,1,182,0.30,1
->rmaBilling,Qdesign (6.00),CR,D020.PRE,CREATEF020AUDIT,SMALL,1,363,2,361,0.36,1
->rmaBilling,Qdesign (6.00),PA,D020.PRE,PAD_DOC_NBR,SMALL,1,23,0,23,0.30,1
rmaBilling,Qdesign (6.00),D0,D020.PRE,D020,LARGE,5,2834,1651,1183,2.83,1
rmaBilling,Qdesign (6.00),D0,D020A.PRE,D020A,SMALL-MEDIUM,2,708,516,192,0.71,1
rmaBilling,Qdesign (6.00),D0,D020B.PRE,D020B,SMALL,1,113,82,31,0.30,1
rmaBilling,Qdesign (6.00),D0,D085.PRE,D085,SMALL,1,359,236,123,0.36,1
rmaBilling,Qdesign (6.00),D0,D087.PRE,D087,SMALL-MEDIUM,2,567,385,182,0.57,1
rmaBilling,Qdesign (6.00),D0,D087_DTL.PRE,D087_DTL,SMALL-MEDIUM,2,592,446,146,0.59,1
rmaBilling,Qdesign (6.00),D0,D087_HDR.PRE,D087_HDR,SMALL-MEDIUM,2,890,740,150,0.89,1
->rmaBilling,Qdesign (6.00),SA,D110.PRE,SAVEF110AUDIT_VAR,SMALL,1,27,0,27,0.30,1
->rmaBilling,Qdesign (6.00),SA,D110.PRE,SAVEF110AUDIT,SMALL,1,28,1,27,0.30,1
->rmaBilling,Qdesign (6.00),CR,D110.PRE,CREATEF110AUDIT,SMALL,1,52,2,50,0.30,1
rmaBilling,Qdesign (6.00),D1,D110.PRE,D110,SMALL-MEDIUM,2,845,461,384,0.84,1
->rmaBilling,Qdesign (6.00),SA,D112.PRE,SAVEF112AUDIT_VAR,SMALL,1,42,0,42,0.30,1
->rmaBilling,Qdesign (6.00),SA,D112.PRE,SAVEF112AUDIT,SMALL,1,57,1,56,0.30,1
->rmaBilling,Qdesign (6.00),CR,D112.PRE,CREATEF112AUDIT,SMALL,1,96,2,94,0.30,1
rmaBilling,Qdesign (6.00),D1,D112.PRE,D112,MEDIUM,3,1339,504,835,1.34,1
rmaBilling,Qdesign (6.00),D1,D112A.PRE,D112A,MEDIUM,3,1265,491,774,1.26,1
rmaBilling,Qdesign (6.00),D1,D114.PRE,D114,SMALL,1,455,326,129,0.46,1
rmaBilling,Qdesign (6.00),D1,D118.PRE,D118,SMALL,1,311,195,116,0.31,1
->rmaBilling,Qdesign (6.00),SA,D119.PRE,SAVEF119AUDIT_VAR,SMALL,1,13,0,13,0.30,1
->rmaBilling,Qdesign (6.00),SA,D119.PRE,SAVEF119AUDIT,SMALL,1,22,1,21,0.30,1
->rmaBilling,Qdesign (6.00),CR,D119.PRE,CREATEF119AUDIT,SMALL,1,41,2,39,0.30,1
rmaBilling,Qdesign (6.00),D1,D119.PRE,D119,SMALL-MEDIUM,2,501,313,188,0.50,1
rmaBilling,Qdesign (6.00),D1,D119GOV.PRE,D119GOV,SMALL,1,356,268,88,0.36,1
rmaBilling,Qdesign (6.00),D1,D119TITHE.PRE,D119TITHE,SMALL-MEDIUM,2,645,371,274,0.65,1
rmaBilling,Qdesign (6.00),D1,D199.PRE,D199,SMALL,1,149,81,68,0.30,1
->rmaBilling,Qdesign (6.00),DE,D705A.PRE,DEF_CLMHDR_STATUS,SMALL,1,39,0,39,0.30,1
->rmaBilling,Qdesign (6.00),DE,D705A.PRE,DEF_CLMDTL_STATUS,SMALL,1,15,0,15,0.30,1
->rmaBilling,Qdesign (6.00),CO,D705A.PRE,CONFIDENTIALLY_CHECK,SMALL,1,230,1,229,0.30,1
->rmaBilling,Qdesign (6.00),D7,D705A.PRE,D705_VERIFY_DESC_LENGTH,SMALL,1,90,2,88,0.30,1
rmaBilling,Qdesign (6.00),D7,D705A.PRE,D705A,LARGE,5,2223,759,1464,2.22,1
rmaBilling,Qdesign (6.00),D7,D705B.PRE,D705B,SMALL,1,276,233,43,0.30,1
rmaBilling,Qdesign (6.00),D7,D705C.PRE,D705C,SMALL,1,370,204,166,0.37,1
rmaBilling,Qdesign (6.00),D7,D713.PRE,D713,SMALL,1,203,160,43,0.30,1
rmaBilling,Qdesign (6.00),H0,H020A.PRE,H020A,SMALL-MEDIUM,2,528,427,101,0.53,1
rmaBilling,Qdesign (6.00),H1,H110.PRE,H110,SMALL-MEDIUM,2,504,388,116,0.50,1
rmaBilling,Qdesign (6.00),H1,H112.PRE,H112,SMALL-MEDIUM,2,592,375,217,0.59,1
rmaBilling,Qdesign (6.00),H1,H112A.PRE,H112A,SMALL,1,430,339,91,0.43,1
rmaBilling,Qdesign (6.00),H1,H113.PRE,H113,SMALL,1,412,321,91,0.41,1
rmaBilling,Qdesign (6.00),H1,H119.PRE,H119,SMALL,1,439,294,145,0.44,1
rmaBilling,Qdesign (6.00),H1,H119GOV.PRE,H119GOV,SMALL,1,397,290,107,0.40,1
rmaBilling,Qdesign (6.00),H1,H119TITHE.PRE,H119TITHE,SMALL,1,397,290,107,0.40,1
->rmaBilling,Qdesign (6.00),ST,M010.PRE,STD_HILITE,SMALL,1,13,0,13,0.30,1
rmaBilling,Qdesign (6.00),M0,M010.PRE,M010,VERY-LARGE,5,4256,1193,3063,4.26,1
rmaBilling,Qdesign (6.00),M0,M010_ACR.PRE,M010_ACR,SMALL,1,246,178,68,0.30,1
rmaBilling,Qdesign (6.00),M0,M020.PRE,M020,VERY-LARGE,5,5866,3426,2440,5.87,1
