CREATEF073_COSTING,2,,1,,3,3,,3,5,,,,1,,22,,,,,,,8,,,,,,,,,3,,,,,1,,,8,17,,,1,,1,,,,,1,1
DEL_DOCTOR,16,,7,4,1,12,4,1,3,,,,4,,53,3,,,,,,6,,,,,,,,,6,,,,,4,,,9,22,,,5,,9,,,,,5,1
PURGE_F071,2,,1,,,6,1,,,,,,1,,18,2,,,,,,3,,,,,,,,,2,,,,,4,,,2,3,,,2,,1,,,,,2,1
PURGE_F071,2,,1,,,2,1,,,,,,1,,13,1,2,,,,,3,,,,,,,,,2,,,,,4,,,2,3,,,2,,1,,,,,2,1
UPDATE_CLAIMS,2,,1,,1,37,1,,,,,,1,,52,4,4,,,,,4,,,,,,,,,2,,,,,4,,,3,4,,,2,,1,,,,,2,1
UPDATE_CLAIMS_REASON,3,,1,,1,2,1,1,3,,,,1,,23,4,4,,,,,6,,,,,,,,,3,,,,,4,,,5,10,,,2,,2,,,,,2,1
UPDATE_F001_F002_SUB_TYPE,4,,2,1,2,9,,,,,,,,,23,4,5,,,,,4,,,,,,,,,1,,,,,2,1,1,4,6,,,1,,2,,,,,1,1
UPDATEF087,4,,2,3,1,16,1,1,1,,,,1,,33,1,16,,,,,4,,,,,,,,,3,,,,,2,1,3,6,12,,,2,,2,,,,,3,1
UPDATE_F087_VH8,3,,1,,1,,,1,15,,,,,,14,1,1,,,,,10,,,,,,,,,2,,,,,2,,,9,24,,,1,,2,,,,,1,1
UPDATE_SUSP_HDR_DTL_ADD_DESC,15,,7,6,7,1,4,1,3,,,,4,,41,1,1,,,,,11,,,,,,,,,6,,,,,2,,,16,27,,,5,,8,,,,,5,1
UPDATE_SUSPEND_ALL_DTL,2,,1,,8,10,1,5,5,,,,1,,45,1,1,,,,,12,,,,,,,,,5,,,,,2,,,14,25,,,2,,1,,,,,2,1
UPDATE_SUSPEND_HDR,2,,1,,3,29,1,1,3,,,,1,,44,,,,,,,7,,,,,,,,,3,,,,,2,,,6,11,,,2,,1,,,,,2,1
UPDATE_SUSPEND_HDR_DTL,4,,2,2,7,34,1,1,1,,,,1,,56,1,1,,,,,8,,,,,,,,,3,,,,,2,1,2,11,16,,,2,,2,,,,,2,1
UPDATE_SUSPEND_HDR_DTL,4,,2,2,6,1,1,1,1,,,,1,,21,,,,,,,9,,,,,,,,,3,,,,,2,1,2,10,15,,,2,,2,,,,,2,1
UPDATE_SUSPEND_HDR_FROM_ALL_DTL,3,,2,2,7,3,1,,,,,,1,,20,1,1,,,,,3,,,,,,,,,2,,,,,2,3,2,8,15,,,2,,1,,,,,2,1
CREATEF073_COSTING,2,,1,,3,3,,3,5,,,,1,,22,,,,,,,8,,,,,,,,,3,,,,,1,,,8,17,,,1,,1,,,,,1,1
DEL_DOCTOR,16,,7,4,1,12,4,1,3,,,,4,,53,3,,,,,,6,,,,,,,,,6,,,,,4,,,9,24,,,5,,9,,,,,5,1
PURGE_F071,2,,1,,,6,1,,,,,,1,,18,2,,,,,,3,,,,,,,,,2,,,,,4,,,2,3,,,2,,1,,,,,2,1
PURGE_F071,2,,1,,,2,1,,,,,,1,,13,1,2,,,,,3,,,,,,,,,2,,,,,4,,,2,3,,,2,,1,,,,,2,1
UPDATE_CLAIMS,2,,1,,1,37,1,,,,,,1,,52,4,4,,,,,4,,,,,,,,,2,,,,,4,,,3,4,,,2,,1,,,,,2,1
UPDATE_CLAIMS_REASON,3,,1,,1,2,1,1,3,,,,1,,23,4,4,,,,,6,,,,,,,,,3,,,,,4,,,5,12,,,2,,2,,,,,2,1
UPDATE_F001_F002_SUB_TYPE,4,,2,1,2,9,,,,,,,,,23,4,5,,,,,4,,,,,,,,,1,,,,,2,1,1,4,7,,,1,,2,,,,,1,1
UPDATEF087,4,,2,3,1,16,1,1,1,,,,1,,33,1,16,,,,,4,,,,,,,,,3,,,,,2,1,3,6,16,,,2,,2,,,,,3,1
UPDATE_F087_VH8,3,,1,,1,,,1,15,,,,,,14,1,1,,,,,10,,,,,,,,,2,,,,,2,,,9,31,,,1,,2,,,,,1,1
UPDATE_SUSP_HDR_DTL_ADD_DESC,15,,7,6,7,1,4,1,3,,,,4,,41,1,1,,,,,11,,,,,,,,,6,,,,,2,,,16,29,,,5,,8,,,,,5,1
UPDATE_SUSPEND_ALL_DTL,2,,1,,8,10,1,5,5,,,,1,,45,1,1,,,,,12,,,,,,,,,5,,,,,2,,,14,30,,,2,,1,,,,,2,1
UPDATE_SUSPEND_HDR,2,,1,,3,29,1,1,3,,,,1,,44,,,,,,,7,,,,,,,,,3,,,,,2,,,6,13,,,2,,1,,,,,2,1
UPDATE_SUSPEND_HDR_DTL,4,,2,2,7,34,1,1,1,,,,1,,56,1,1,,,,,8,,,,,,,,,3,,,,,2,1,2,11,21,,,2,,2,,,,,2,1
UPDATE_SUSPEND_HDR_DTL,4,,2,2,6,1,1,1,1,,,,1,,21,,,,,,,9,,,,,,,,,3,,,,,2,1,2,10,18,,,2,,2,,,,,2,1
UPDATE_SUSPEND_HDR_FROM_ALL_DTL,3,,2,2,7,3,1,,,,,,1,,20,1,1,,,,,3,,,,,,,,,2,,,,,2,3,2,8,19,,,2,,1,,,,,2,1
