ABE,2,,2,1,,,,1,1,2,,,,,25,2,,,,,,5,,,,,,1,,,2,,,,,14,,1,6,11,,,,,,,,,,1,1
MP_PAYMENTS,2,,2,1,,5,,1,45,29,,,,,57,26,,,,,,42,,,,,,3,,,2,,,,,15,,3,27,95,,,,,,,,,,1,1
R119A,6,,6,6,7,31,,6,6,38,,,,,113,35,,,,,,40,,,,,,4,,,4,,,,,11,,3,23,68,,,,,,,,,,1,1
R119B,6,,6,6,7,30,,6,6,34,,,,,108,31,,,,,,38,,,,,,4,,,4,,,,,11,,2,23,68,,,,,,,,,,1,1
R119C,6,,6,6,7,29,,6,6,26,,,,,98,24,,,,,,33,,,,,,2,,,4,,,,,11,,1,23,68,,,,,,,,,,1,1
R121A,6,,6,6,13,18,,12,12,36,,,,,116,33,,,,,,51,,,,,,4,,,4,,,,,11,,3,35,83,,,,,,,,,,1,1
R121B,6,,6,6,13,14,,12,12,33,,,,,109,30,,,,,,50,,,,,,4,,,4,,,,,11,,2,35,83,,,,,,,,,,1,1
R121C,7,,7,7,1,24,,2,2,26,,,,,74,24,,,,,,23,,,,,,2,,,3,,,,,11,,1,14,38,,,,,,,,,,1,1
R123D1A,4,,4,3,4,11,,4,10,32,,,,,76,30,,,,,,42,,,,,,4,,,3,,,,,9,,3,18,91,,,,,,,,,,1,1
F119_DOCTOR_YTD,,,,,2,3,,,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,2,
R124C_1,2,,2,1,,8,,,,17,,,,,40,17,,,,,,16,,,,,,2,,,1,,,,,10,,,5,8,,,,,,,,,,1,1
R124C_2,2,,2,1,,,,,,23,,,,,27,23,,,,,,15,,,,,,2,,,1,,,,,,,,1,4,,,,,,,,,,1,
R124C_3,2,,2,1,,9,,,,29,,,,,43,29,,,,,,18,,,,,,3,,,1,,,,,,,,1,4,,,,,,,,,,1,
R124C_4,6,,6,6,,11,,1,1,24,,,,,45,25,1,,,,,19,,,,,,3,,,2,,,,,,,,7,33,,,,,,,,,,1,
R126_1,3,,3,2,,35,,1,2,17,,,,,71,16,,,,,,14,,,,,,2,,,2,,,,,10,,1,7,15,,,,,,,,,,1,1
R126_2,3,,3,3,,1,,1,1,20,,,,,29,19,,,,,,10,,,,,,3,,,2,,,,,,,1,4,14,,,,,,,,,,1,
R126_3,3,,3,2,,1,,1,2,16,,,,,26,16,1,,,,,8,,,,,,3,,,2,,,,,,,2,3,10,,,,,,,,,,1,
R127,4,,4,4,,14,,1,10,19,,,,,51,19,1,,,,,19,,,,,,2,,,2,,,,,9,,,12,31,,,,,,,,,,1,1
R137A,2,,2,,,17,,2,10,18,,,,,61,18,1,,,,,18,,,,,,3,,,3,,,,,13,,,9,22,,,,,,,,,,1,1
R137B,2,,2,,,8,,2,10,18,,,,,48,18,1,,,,,18,,,,,,3,,,3,,,,,10,,,9,22,,,,,,,,,,1,
UTL0101,1,,1,,,10,,,,8,,,,,32,8,,,,,,8,,,,,,2,,,1,,,,,9,,,4,4,,,,,,,,,,1,1
UTL0201_1,4,,3,2,5,20,,6,16,8,,,,,58,8,,,,,,38,,,,,,1,,,3,,,,,2,,,18,153,,,,,1,,,,,1,1
UTL0201_2,1,,1,,,,,,,20,,,,,33,19,,,,,,14,,,,,,4,,,1,,,,,8,,3,4,4,,,,,,,,,,1,
UTL0201_3,2,,2,2,1,7,,1,1,23,,,,,48,22,,,,,,16,,,,,,4,,,2,,,,,8,,3,8,17,,,,,,,,,,1,
ABE,2,,2,1,,,,1,1,2,,,,,25,2,,,,,,5,,,,,,1,,,2,,,,,14,,1,6,11,,,,,,,,,,1,1
MP_PAYMENTS,2,,2,1,,5,,1,45,29,,,,,57,26,,,,,,42,,,,,,3,,,2,,,,,15,,3,27,95,,,,,,,,,,1,1
R119A,6,,6,6,7,31,,6,6,38,,,,,113,35,,,,,,40,,,,,,4,,,4,,,,,11,,3,23,68,,,,,,,,,,1,1
R119B,6,,6,6,7,30,,6,6,34,,,,,108,31,,,,,,38,,,,,,4,,,4,,,,,11,,2,23,68,,,,,,,,,,1,1
R119C,6,,6,6,7,29,,6,6,26,,,,,98,24,,,,,,33,,,,,,2,,,4,,,,,11,,1,23,68,,,,,,,,,,1,1
R121A,6,,6,6,13,18,,12,12,36,,,,,116,33,,,,,,51,,,,,,4,,,4,,,,,11,,3,35,83,,,,,,,,,,1,1
R121B,6,,6,6,13,14,,12,12,33,,,,,109,30,,,,,,50,,,,,,4,,,4,,,,,11,,2,35,83,,,,,,,,,,1,1
R121C,7,,7,7,1,24,,2,2,26,,,,,74,24,,,,,,23,,,,,,2,,,3,,,,,11,,1,14,38,,,,,,,,,,1,1
R123D1A,4,,4,3,4,11,,4,10,32,,,,,76,30,,,,,,42,,,,,,4,,,3,,,,,9,,3,18,91,,,,,,,,,,1,1
F119_DOCTOR_YTD,,,,,2,3,,,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,2,
R124C_1,2,,2,1,,8,,,,17,,,,,40,17,,,,,,16,,,,,,2,,,1,,,,,10,,,5,8,,,,,,,,,,1,1
R124C_2,2,,2,1,,,,,,23,,,,,27,23,,,,,,15,,,,,,2,,,1,,,,,,,,1,4,,,,,,,,,,1,
R124C_3,2,,2,1,,9,,,,29,,,,,43,29,,,,,,18,,,,,,3,,,1,,,,,,,,1,4,,,,,,,,,,1,
R124C_4,6,,6,6,,11,,1,1,24,,,,,45,25,1,,,,,19,,,,,,3,,,2,,,,,,,,7,33,,,,,,,,,,1,
R126_1,3,,3,2,,35,,1,2,17,,,,,71,16,,,,,,14,,,,,,2,,,2,,,,,10,,1,7,15,,,,,,,,,,1,1
R126_2,3,,3,3,,1,,1,1,20,,,,,29,19,,,,,,10,,,,,,3,,,2,,,,,,,1,4,14,,,,,,,,,,1,
R126_3,3,,3,2,,1,,1,2,16,,,,,26,16,1,,,,,8,,,,,,3,,,2,,,,,,,2,3,10,,,,,,,,,,1,
R127,4,,4,4,,14,,1,10,19,,,,,51,19,1,,,,,19,,,,,,2,,,2,,,,,9,,,12,31,,,,,,,,,,1,1
R137A,2,,2,,,17,,2,10,18,,,,,61,18,1,,,,,18,,,,,,3,,,3,,,,,13,,,9,22,,,,,,,,,,1,1
R137B,2,,2,,,8,,2,10,18,,,,,48,18,1,,,,,18,,,,,,3,,,3,,,,,10,,,9,22,,,,,,,,,,1,
UTL0101,1,,1,,,10,,,,8,,,,,32,8,,,,,,8,,,,,,2,,,1,,,,,9,,,4,4,,,,,,,,,,1,1
UTL0201_1,4,,3,2,5,20,,6,16,8,,,,,58,8,,,,,,38,,,,,,1,,,3,,,,,2,,,18,153,,,,,1,,,,,1,1
UTL0201_2,1,,1,,,,,,,20,,,,,33,19,,,,,,14,,,,,,4,,,1,,,,,8,,3,4,4,,,,,,,,,,1,
UTL0201_3,2,,2,2,1,7,,1,1,23,,,,,48,22,,,,,,16,,,,,,4,,,2,,,,,8,,3,8,17,,,,,,,,,,1,
ABE,2,,2,1,,,,1,1,2,,,,,25,2,,,,,,5,,,,,,1,,,2,,,,,14,,1,6,11,,,,,,,,,,1,1
MP_PAYMENTS,2,,2,1,,5,,1,45,29,,,,,57,26,,,,,,42,,,,,,3,,,2,,,,,15,,3,27,95,,,,,,,,,,1,1
R119A,6,,6,6,7,31,,6,6,38,,,,,113,35,,,,,,40,,,,,,4,,,4,,,,,11,,3,23,68,,,,,,,,,,1,1
R119B,6,,6,6,7,30,,6,6,34,,,,,108,31,,,,,,38,,,,,,4,,,4,,,,,11,,2,23,68,,,,,,,,,,1,1
R119C,6,,6,6,7,29,,6,6,26,,,,,98,24,,,,,,33,,,,,,2,,,4,,,,,11,,1,23,68,,,,,,,,,,1,1
R121A,6,,6,6,13,18,,12,12,36,,,,,116,33,,,,,,51,,,,,,4,,,4,,,,,11,,3,35,83,,,,,,,,,,1,1
R121B,6,,6,6,13,14,,12,12,33,,,,,109,30,,,,,,50,,,,,,4,,,4,,,,,11,,2,35,83,,,,,,,,,,1,1
R121C,7,,7,7,1,24,,2,2,26,,,,,74,24,,,,,,23,,,,,,2,,,3,,,,,11,,1,14,38,,,,,,,,,,1,1
R123D1A,4,,4,3,4,11,,4,10,32,,,,,76,30,,,,,,42,,,,,,4,,,3,,,,,9,,3,18,91,,,,,,,,,,1,1
F119_DOCTOR_YTD,,,,,2,3,,,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,2,
R124C_1,2,,2,1,,8,,,,17,,,,,40,17,,,,,,16,,,,,,2,,,1,,,,,10,,,5,8,,,,,,,,,,1,1
R124C_2,2,,2,1,,,,,,23,,,,,27,23,,,,,,15,,,,,,2,,,1,,,,,,,,1,4,,,,,,,,,,1,
R124C_3,2,,2,1,,9,,,,29,,,,,43,29,,,,,,18,,,,,,3,,,1,,,,,,,,1,4,,,,,,,,,,1,
R124C_4,6,,6,6,,11,,1,1,24,,,,,45,25,1,,,,,19,,,,,,3,,,2,,,,,,,,7,33,,,,,,,,,,1,
R126_1,3,,3,2,,35,,1,2,17,,,,,71,16,,,,,,14,,,,,,2,,,2,,,,,10,,1,7,15,,,,,,,,,,1,1
R126_2,3,,3,3,,1,,1,1,20,,,,,29,19,,,,,,10,,,,,,3,,,2,,,,,,,1,4,14,,,,,,,,,,1,
R126_3,3,,3,2,,1,,1,2,16,,,,,26,16,1,,,,,8,,,,,,3,,,2,,,,,,,2,3,10,,,,,,,,,,1,
R127,4,,4,4,,14,,1,10,19,,,,,51,19,1,,,,,19,,,,,,2,,,2,,,,,9,,,12,31,,,,,,,,,,1,1
R137A,2,,2,,,17,,2,10,18,,,,,61,18,1,,,,,18,,,,,,3,,,3,,,,,13,,,9,22,,,,,,,,,,1,1
R137B,2,,2,,,8,,2,10,18,,,,,48,18,1,,,,,18,,,,,,3,,,3,,,,,10,,,9,22,,,,,,,,,,1,
UTL0101,1,,1,,,10,,,,8,,,,,32,8,,,,,,8,,,,,,2,,,1,,,,,9,,,4,4,,,,,,,,,,1,1
UTL0201_1,4,,3,2,5,20,,6,16,8,,,,,58,8,,,,,,38,,,,,,1,,,3,,,,,2,,,18,153,,,,,1,,,,,1,1
UTL0201_2,1,,1,,,,,,,20,,,,,33,19,,,,,,14,,,,,,4,,,1,,,,,8,,3,4,4,,,,,,,,,,1,
UTL0201_3,2,,2,2,1,7,,1,1,23,,,,,48,22,,,,,,16,,,,,,4,,,2,,,,,8,,3,8,17,,,,,,,,,,1,
