rmaBilling,Qtp (6.00),CH,CHECKF002TECH_SERV_DATE.PRE,CHECKF002TECH_SERV_DATE,SMALL,1,265,207,58,0.30,1
->rmaBilling,Qtp (6.00),GE,COSTING1.PRE,GET_CONST_REC_7_VALUES_GLOBALS,SMALL,1,20,0,20,0.30,1
->rmaBilling,Qtp (6.00),GE,COSTING1.PRE,GET_CONST_REC_7_VALUES,SMALL,1,99,55,44,0.30,1
->rmaBilling,Qtp (6.00),SE,COSTING1.PRE,SELECT_F020_ACTIVE_FOR_COSTING_ANALYSIS_PERIOD,SMALL,1,40,1,39,0.30,1
->rmaBilling,Qtp (6.00),SE,COSTING1.PRE,SELECT_F002_FOR_COSTING_KEYING_CHARGES,SMALL,1,146,1,145,0.30,1
rmaBilling,Qtp (6.00),CO,COSTING1.PRE,COSTING1,SMALL-MEDIUM,2,521,311,210,0.52,1
rmaBilling,Qtp (6.00),CO,COSTING1_NOWEB.PRE,COSTING1_NOWEB,SMALL-MEDIUM,2,527,311,216,0.53,1
rmaBilling,Qtp (6.00),CO,COSTING2.PRE,COSTING2,SMALL,1,220,145,75,0.30,1
rmaBilling,Qtp (6.00),CO,COSTING2_NOWEB.PRE,COSTING2_NOWEB,SMALL,1,259,171,88,0.30,1
rmaBilling,Qtp (6.00),CO,COSTING3.PRE,COSTING3,SMALL,1,155,97,58,0.30,1
rmaBilling,Qtp (6.00),CO,COSTING4.PRE,COSTING4,SMALL,1,247,124,123,0.30,1
rmaBilling,Qtp (6.00),CO,COSTING5.PRE,COSTING5,SMALL,1,197,126,71,0.30,1
rmaBilling,Qtp (6.00),CO,COSTING5_NOWEB.PRE,COSTING5_NOWEB,SMALL,1,215,126,89,0.30,1
rmaBilling,Qtp (6.00),CO,COSTING6_MAN_REJ_DTL.PRE,COSTING6,SMALL,1,222,131,91,0.30,1
rmaBilling,Qtp (6.00),CO,COSTING6_NOWEB.PRE,COSTING6_NOWEB,SMALL,1,239,131,108,0.30,1
rmaBilling,Qtp (6.00),CO,COSTING7.PRE,COSTING7,SMALL,1,208,121,87,0.30,1
rmaBilling,Qtp (6.00),CR,CREATE_DUMMY_RECORDS.PRE,CREATE_DUMMY_RECORDS,SMALL,1,227,188,39,0.30,1
rmaBilling,Qtp (6.00),DO,DOCREVALL.PRE,DOCREVALL,SMALL,1,107,55,52,0.30,1
rmaBilling,Qtp (6.00),F0,F020_INFO_IMPORT.PRE,F020_INFO_IMPORT,SMALL,1,460,295,165,0.46,1
rmaBilling,Qtp (6.00),F0,F050_BI.PRE,F050_BI,SMALL,1,73,44,29,0.30,1
rmaBilling,Qtp (6.00),F0,F050_CSV.PRE,F050_CSV,SMALL,1,477,189,288,0.48,1
rmaBilling,Qtp (6.00),F0,F050MA1.PRE,F050MA1,SMALL,1,402,95,307,0.40,1
