rmaBilling,Quiz (6.00),AU,AUDIT_F050HIST.PRE,AUDIT_F050HIST,SMALL,1,334,210,124,0.33,1
rmaBilling,Quiz (6.00),AU,AUDIT_F050TPHIST.PRE,AUDIT_F050TPHIST,SMALL,1,264,211,53,0.30,1
rmaBilling,Quiz (6.00),AU,AUDITDOC.PRE,AUDITDOC1,SMALL,1,140,59,81,0.30,1
rmaBilling,Quiz (6.00),AU,AUDITDOC.PRE,AUDITDOC2,SMALL,1,115,95,20,0.30,1
rmaBilling,Quiz (6.00),BI,BILLINGLIST.PRE,BILLINGLIST,SMALL,1,398,282,116,0.40,1
rmaBilling,Quiz (6.00),CH,CHECK_F001_F002_ALL.PRE,CHECK_F001_F002_ALL_1,SMALL,1,201,165,36,0.30,1
rmaBilling,Quiz (6.00),CH,CHECK_F001_F002_ALL.PRE,CHECK_F001_F002_ALL_2,SMALL,1,269,188,81,0.30,1
rmaBilling,Quiz (6.00),CH,CHECK_F001_F002_ALL.PRE,CHECK_F001_F002_ALL_3,SMALL,1,249,174,75,0.30,1
rmaBilling,Quiz (6.00),CH,CHECK_F001_F002_ALL.PRE,CHECK_F001_F002_ALL_4,SMALL,1,246,171,75,0.30,1
rmaBilling,Quiz (6.00),CH,CHECK_F001_F002_ALL.PRE,CHECK_F001_F002_ALL_5,SMALL,1,114,97,17,0.30,1
rmaBilling,Quiz (6.00),CH,CHECK_F001_F002_ALL.PRE,CHECK_F001_F002_ALL_6,SMALL,1,195,136,59,0.30,1
rmaBilling,Quiz (6.00),CH,CHECK_SUSP_DTL.PRE,CHECK_SUSP_DTL,SMALL,1,118,85,33,0.30,1
rmaBilling,Quiz (6.00),CH,CHECKF001_F090.PRE,CHECKF001_F090__PASS1,SMALL,1,102,87,15,0.30,1
rmaBilling,Quiz (6.00),CH,CHECKF001_F090.PRE,CHECKF001_F090__PASS2,SMALL,1,23,21,2,0.30,1
rmaBilling,Quiz (6.00),CO,COSTING1.PRE,COSTING1,SMALL,1,248,201,47,0.30,1
rmaBilling,Quiz (6.00),CO,COSTING10.PRE,COSTING10,SMALL-MEDIUM,2,578,465,113,0.58,1
rmaBilling,Quiz (6.00),CO,COSTING11.PRE,COSTING11,SMALL,1,456,374,82,0.46,1
rmaBilling,Quiz (6.00),CO,COSTING6A_MAN_REJ_DTL.PRE,COSTING6A,SMALL,1,188,149,39,0.30,1
rmaBilling,Quiz (6.00),CO,COSTREV26.PRE,COSTREV26,SMALL,1,222,162,60,0.30,1
->rmaBilling,Quiz (6.00),SE,CREATE_CLAIMS_SUB.PRE,SEL_PED_F002_DTL_CLAIMS,SMALL,1,73,31,42,0.30,1
